# Pathway	La100_cat_Abundance	La101_cat_Abundance	La102_cat_Abundance	La103_cat_Abundance	La104_cat_Abundance	La105_cat_Abundance	La106_cat_Abundance	La107_cat_Abundance	La108_cat_Abundance	La109_cat_Abundance	La110_cat_Abundance	La111_cat_Abundance	La112_cat_Abundance	La113_cat_Abundance	La114_cat_Abundance	La115_cat_Abundance	La116_cat_Abundance	La117_cat_Abundance	La118_cat_Abundance	La119_cat_Abundance	La120_cat_Abundance	La121_cat_Abundance	La122_cat_Abundance	La123_cat_Abundance	La124_cat_Abundance	La34_cat_Abundance	La35_cat_Abundance	La36_cat_Abundance	La37_cat_Abundance	La38_cat_Abundance	La39_cat_Abundance	La40_cat_Abundance	La41_cat_Abundance	La42_cat_Abundance	La43_cat_Abundance	La44_cat_Abundance	La46_cat_Abundance	La47_cat_Abundance	La48_cat_Abundance	La49_cat_Abundance	La51_cat_Abundance	La52_cat_Abundance	La53_cat_Abundance	La55_cat_Abundance	La56_cat_Abundance	La57_cat_Abundance	La58_cat_Abundance	La59_cat_Abundance	La60_cat_Abundance	La61_cat_Abundance	La62_cat_Abundance	La63_cat_Abundance	La64_cat_Abundance	La65_cat_Abundance	La66_cat_Abundance	La67_cat_Abundance	La69_cat_Abundance	La70_cat_Abundance	La74_cat_Abundance	La75_cat_Abundance	La76_cat_Abundance	La78_cat_Abundance	La79_cat_Abundance	La80_cat_Abundance	La81_cat_Abundance	La82_cat_Abundance	La83_cat_Abundance	La84_cat_Abundance	La85_cat_Abundance	La86_cat_Abundance	La87_cat_Abundance	La88_cat_Abundance	La90_cat_Abundance	La91_cat_Abundance	La92_cat_Abundance	La93_cat_Abundance	La94_cat_Abundance	La95_cat_Abundance	La96_cat_Abundance	La97_cat_Abundance	La99_cat_Abundance	Lasse20_cat_Abundance	Lasse25_cat_Abundance	Lasse9_cat_Abundance
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	0	0	0	18556.9659125056	4697.8899573255	0	7733.7432037703	0	0	0	0	0	7885.5240865878	1349.2785726778	979.4742100216	0	0	0	3011.8654463801	0	0	0	882.3388958175	0	0	10059.4340665318	0	8812.7376603611	0	0	9001.8595702416	0	0	16847.2399897525	13578.5955150929	0	42612.6620375531	2425.7064993459	0	17945.9160006241	0	0	0	0	22476.2053976907	0	0	6114.0217850652	1377.4843804452	0	0	0	1306.4941343713	53209.0219974574	0	0	0	0	525.6763352790	8159.6404940815	10510.4845373830	0	0	0	0	0	11134.1166513534	6300.1254018894	0	0	0	0	0	0	4410.1274907357	0	0	0	40254.2287905431	0	0	0	6635.0965947831	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	6374.5696476396	0	0	0	0	0	48887.3810890129	0	0	484.4066952841	19364.3006212350	0	2890.4537586901	0	0	0	0	0	1078.7928339558	0	0	3503.1540117100	3012.4834455856	0	0	0	0	0	0	0	2948.9469241802	2957.4874750303	0	0	0	0	0	0	0	0	4531.6993294033	0	0	0	0	0	0	0	0	0	0	0	897.2825563632	5275.5380614366	0	0	0	0	0	0	0	0	1437.6206270044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80210.0209867844	0	3623.0215652244	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caecimuris	0	0	0	0.0000000000	0	0	0	0	0	0	1223.0040148199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.7593370742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3723.9979314828	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	717.2504292445	0	0	0	0	0	0	1048.1481997345	475.1178934958	1083.1582610647	12267.5207062296	0	0	0	0	0	0	625.2147852686	343.2415031306	0	0	2042.9294536227	4586.0747516733	0	0	0	0	0	0	0	0	0	0	309.6800884088	0	0	0	0	0	909.4606417141	0	0	0	0	0	0	2082.4050953514	0	0	0	0	0	0	1295.3414055569	0	1015.8746810510	0	0	0	0	2434.7278955039	0	783.5903679497	4417.4808661791	0	0	341.8194989000	503.0856592654	942.3399009356	1965.7862592898	0	0	0	0	0	0	0	0	0	0	3038.5932122781	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	330.8269292524	0	0	0	0	0	0	0	0	0	0	2982.5968535836	11312.6048424131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1839.1799318794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4629.2011164279	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	0	0	0	0	0	0	0	0	0	0	2220.0204801453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3706.0962006027	0	0	0	0	0	0	0	0	0	0	0	0	1074.4845342186	0	0	0	6993.0653670983	3572.2763356939	0	0	0	0	0	0	0	3204.9021278002	2194.9731076990	0	0	0	0	0	0	0	0	0	0	187958.6906644773	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	4430.5722261890	0	212.6586190938	0	0	0	727.5539224737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17829.3385595550	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	401225.7675255967	0	0	0	28551.0397643787	0	0	0	0	0	3395.5012851913	0	0	0	2060.6133790575	1441.2237367528	5169.4233335373	0	0	0	5149.4257192263	0	0	0	0	0	0	0	0	0	0	0	0	2839.8220788891	0	0	0	3259.7666305928	0	0	5290.8011536825	0	0	0	0	0	2025.8253222773	11194.8837418501	0	0	0	305893.5525983423	0	0	4069.8712195007	0	0	12936.7225648089	0	1755.5017240800	1141.4164615112	1394.1326385177	1708.9653433997	3140.7121422795	0	6357.0609748133	0	0	0	0	0	0	0	0	0	0	5839.9556032229	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	0	0	0	0	0	0	0	1625.6013571840	1243.9778973581	0	1854.3316783658	0	0	0	0	0	0	0	0	0	0	0	199.9587193233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	9555.9433155228	0	0	0	0	0	0	0	0	0	0	0	3736.0588220486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	694.1244352877	0	0	0	0	0	675.1206550802	7979.2724776486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83756.5526290196	0	2486.3036644043	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	6201.8649464080	0	0	20144.2203711395	1068.7180956763	0	0	7433.1213977069	0	2534.4082368843	0	0	0	0	710.9069584900	646.1856525509	0	0	810.7711298797	2942.5529145134	0	0	0	0	0	0	0	3104.2723729197	0	0	0	832.5154739390	0	0	0	0	0	0	0	0	0	1167.3058222263	0	0	0	0	0	0	0	0	0	0	3628.8570623460	0	0	0	0	849.7606961494	0	0	4355.7366016624	0	128.4640649667	0	0	0	0	0	0	0	0	0	0	0	0	43977.1572534982	1554.1335216477	0	0	1352.1975090982	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_pyogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	762.9187849026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	0	0	0	0	0	0	0	2241.8906750509	1305.9739542475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.0970661478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	772.1655294350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_stercoris	0	0	0	3621.2196281941	0	0	0	0	0	0	0	2489.5599191088	6265.4110012790	0	0	0	0	864.4046173877	0	0	0	0	475.0306450534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1306.4758188930	0	0	0	0	0	0	0	179.3222177383	4785.3228684610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_thetaiotaomicron	3040.1370705916	0	0	0	0	0	0	2049.6783042134	1293.4347884511	0	44518.0163955792	0	1522.9688526311	0	0	0	2223.1572842968	450.1113605637	0	0	0	0	1868.3571397849	0	0	0	0	0	0	0	0	529.7602621419	0	0	2243.0580701290	1845.0374933741	0	0	0	0	0	0	0	0	848.5758428295	0	0	0	0	0	0	0	0	8935.2487441353	0	0	0	168618.7759171317	0	269.0965545591	0	0	0	2241.9204606744	0	0	2609.8811497082	1008.0325991826	0	565.7038682160	0	0	0	0	0	0	0	0	38350.2338925997	0	1551.2987628781	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_uniformis	744.1239535290	0	0	0	0	0	22213.5269308803	15861.3993438854	3969.5032951328	3406.8935358767	13203.2217958338	15955.6266951355	36553.9983755744	0	0	0	0	1761.8318946090	0	0	4979.4245884296	3996.2412226304	2533.9890397804	0	0	0	0	0	0	0	1046.9000567959	325.1125280812	0	2153.8401082586	997.2227523040	1079.3936563251	2012.5759453020	0	0	0	0	0	0	0	4534.5616068167	0	0	0	0	0	0	0	1279.0237306864	14156.0964976334	0	4778.1105361759	0	14552.6215706398	722.4435166016	0	304.4594051511	0	0	1305.4984346098	0	0	1266.4618221170	0	0	0	0	0	0	0	0	0	0	0	10632.9626455509	8419.7225974560	7607.7069478150	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_xylanisolvens	182.7310747703	0	0	691.5691283338	0	0	4568.6685693808	1373.5948864540	1279.5182341838	0	10631.6287170524	0	0.0000000000	0	0	0	0	178.9878784471	0	0	0	2352.1191442148	1333.8147837182	0	0	0	0	0	0	0	1712.9934092092	214.5755911132	0	0	705.7784077970	0	0	0	0	0	0	0	0	0	455.3794479715	0	4035.1221161494	0	0	0	0	0	0.0000000000	2265.8452898347	0	2501.6150503285	0	0	1733.9084523257	0	619.0507476878	0	0	0	0	0	779.2099026430	0	0	0	0	0	0	0	0	0	0	0	24112.7878953183	11860.6626786305	0	0	0	0
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	0	0	0	14656.6860228380	1640.1502382875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2912.6026376000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20308.3424424251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0	0	0	26798.2129440933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	58541.9762762787	42753.3037366322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	56279.5618096887	41479.4662545762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bifidobacterium.s__Bifidobacterium_scardovii	0	0	0	0	0	0	0	0	0	0	119.4789718746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bilophila.s__Bilophila_wadsworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23749.4536798371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_hansenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10740.4793770050	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0	0	0	22632.5036235370	0	0	101524.4304949068	5628.9354634388	2664.9773471428	3540.2291113914	14496.6726950414	4610.9531909211	23797.6128467988	4876.4638543177	5823.8426496283	836.8787216083	0	11297.8575500557	7625.3654593043	0	9289.2577179287	0	0	4765.9668502463	4485.3059535497	10013.5410386334	0	0	0	0	27638.2715320544	0	7017.9967010243	2582.6567744119	21492.2829156741	1839.9882627706	10610.5417146467	6420.4009291369	1006.6231388146	2022.9713577989	6765.7977641732	2617.7489767788	0	13510.2994300067	9641.0854404980	0	8295.9130512539	6077.4013049423	6899.9375519117	6517.9932904477	0	0	0.0000000000	35831.4695425195	0	2869.2525985704	3568.8018235950	0	0	16189.9939937600	9258.4029407380	0	0	2039.0741205966	0	0	4025.5212665228	2056.5682239525	9328.6239350033	0	0	0	0	0	5588.5844371428	0	0	0	51160.6878732153	14317.2379835375	0	0	4778.6724136577	0
UNINTEGRATED|g__Blautia.s__Blautia_wexlerae	0	0	0	7271.8729507998	0	0	77429.2177413264	6779.5425000221	5782.4751363492	5222.7318770060	10828.7732302807	2753.7294514264	18013.2474887890	1780.3021745306	2104.8480240532	453.2038579399	522.8342740875	1873.0800402152	2927.2910779780	0	3659.9111005923	0	0	0	1428.8904490553	14238.1214096670	0	0	0	0	27325.9417565761	0	0	3049.2309853501	9383.7394743265	1559.2879603747	7739.8158063443	1543.6329350239	0	7799.6275854298	1804.1771041069	1187.7403675941	0	2774.6501234477	9840.9691645281	0	1646.4421331573	8131.5328628609	4617.5714871276	6210.4383543664	0	0	1547.7916711217	19988.9066199238	0	2171.1458724347	3172.2104867714	0	0	4991.2263800182	2408.2131481108	0	0	7861.5182213831	0	0	2166.6406004769	1236.1007483529	5727.0194858105	0	0	0	0	0	1479.8944777199	0	0	0	22562.8477007378	15871.1191637642	1595.4744447069	0	6811.7292375305	0.0000000000
UNINTEGRATED|g__Butyricicoccus.s__Butyricicoccus_porcorum	0	0	0	0	0	0	0	0	0	0	0	0	1047.0543181840	0	0	0	0	0	0	0	115.1886207179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.2529392788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Campylobacter.s__Campylobacter_ureolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15024.5046517701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49429.4178008706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Catenibacterium.s__Catenibacterium_mitsuokai	863.6291474732	0	0	0	0	0	17142.6137769433	0	0	0	0	0	22286.9694444861	0	0	0	0	20987.4613726458	36037.9608037119	0	0	0	0	0	0	0	0	0	0	0	20384.0195861526	968.2939463134	0	0	0	0	624.7847131469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4792.2348931286	0	10329.4543829837	0	0	0
UNINTEGRATED|g__Citrobacter.s__Citrobacter_amalonaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1912.0725576723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	63997.6517512169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4052.5556867077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	12635.4576700434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Collinsella.s__Collinsella_aerofaciens	0	0	0	0	0	0	49742.8609663508	24845.7482983593	18789.2510622695	0	0	0	27745.6144831822	4331.3344622648	6588.4603973310	0	0	8862.0502557747	9883.4180835616	0	0	27932.1030896115	10918.4683517849	0	0	0	0	0	0	0	13404.9929303612	0	0	0	0	0	24572.1229384310	0	0	0	0	0	0	0	0	0	0	0	6022.7638778656	0	0	0	0	7539.4601364971	0	7513.1106957615	0	0	0	10279.0863651658	5073.9270628612	0	0	8643.0138559689	0	0	0	0	46290.0342270425	0	0	0	0	0	0	0	0	0	108898.3793732329	23937.6350602048	4520.4540412931	0	0	0
UNINTEGRATED|g__Collinsella.s__Collinsella_stercoris	0	0	0	0	0	0	0	0	0	1845.7948907159	25092.8689695725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Coprobacter.s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	2882.4635664395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Cutibacterium.s__Cutibacterium_acnes	0	0	0	0	0	0	62227.4647936143	0	0	0	0	38021.4659096799	0	0	0	0	0	19265.6286844477	0	0	0	0	0	0	0	25205.3100823696	0	48691.2023509688	0	0	0	22691.6289532461	27273.7079303658	84894.3400156392	22528.7316323567	0	0	0	0	0	0	0	0	0	0	16652.7000109242	0	0	0	0	0	0	0	4619.6558468787	0	0	0	14181.6713120644	0	9067.1629618128	0	0	0	0	0	0	0	14535.4821780783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
